city_type,date,state,district,pincode,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_
Non-Metropolitan,2025-04-12,Jharkhand,Khunti,835234,0.0,0.0,0.0,0.0,0.0,2.0,6.0
Metropolitan,2025-04-12,Jharkhand,Ranchi,835234,0.0,0.0,0.0,3.0,36.0,13.0,10.0
Non-Metropolitan,2025-04-12,Jharkhand,Simdega,835235,0.0,0.0,0.0,2.0,7.0,3.0,7.0
Non-Metropolitan,2025-04-12,Jharkhand,Lohardaga,835301,0.0,0.0,0.0,0.0,0.0,3.0,4.0
Metropolitan,2025-04-12,Jharkhand,Ranchi,835301,0.0,0.0,0.0,0.0,0.0,23.0,26.0
Non-Metropolitan,2025-04-12,Jharkhand,Gumla,835302,0.0,0.0,0.0,2.0,5.0,4.0,10.0
Non-Metropolitan,2025-04-12,Jharkhand,Lohardaga,835302,0.0,0.0,0.0,4.0,89.0,63.0,85.0
Metropolitan,2025-04-12,Jharkhand,Ranchi,835303,0.0,0.0,0.0,4.0,27.0,10.0,17.0
Non-Metropolitan,2025-04-12,Jharkhand,Gumla,835324,0.0,0.0,0.0,10.0,56.0,49.0,54.0
Non-Metropolitan,2025-04-12,Jharkhand,Lohardaga,835325,0.0,0.0,0.0,2.0,15.0,13.0,26.0
Metropolitan,2025-04-12,Jharkhand,Ranchi,835325,0.0,0.0,0.0,1.0,9.0,0.0,4.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841101,0.0,0.0,0.0,8.0,58.0,19.0,26.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841105,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841201,0.0,0.0,0.0,0.0,4.0,8.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841202,0.0,0.0,0.0,3.0,25.0,10.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841203,0.0,0.0,0.0,0.0,0.0,4.0,7.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841204,0.0,0.0,0.0,4.0,15.0,3.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841205,0.0,0.0,0.0,3.0,41.0,11.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841206,0.0,0.0,0.0,3.0,10.0,6.0,9.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841207,0.0,0.0,0.0,0.0,0.0,21.0,15.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841208,0.0,0.0,0.0,1.0,32.0,13.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841209,0.0,0.0,0.0,0.0,0.0,6.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841210,0.0,0.0,0.0,1.0,15.0,4.0,7.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841211,0.0,0.0,0.0,0.0,0.0,11.0,13.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841212,0.0,0.0,0.0,0.0,8.0,1.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841213,0.0,0.0,0.0,1.0,17.0,1.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841214,0.0,0.0,0.0,0.0,0.0,6.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841215,0.0,0.0,0.0,3.0,31.0,3.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841216,0.0,0.0,0.0,2.0,14.0,12.0,12.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841217,0.0,0.0,0.0,2.0,22.0,2.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841218,0.0,0.0,0.0,1.0,9.0,5.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841219,0.0,0.0,0.0,0.0,0.0,11.0,28.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841220,0.0,0.0,0.0,3.0,20.0,8.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841221,0.0,0.0,0.0,4.0,37.0,11.0,15.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841222,0.0,0.0,0.0,1.0,15.0,3.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841223,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841224,0.0,0.0,0.0,2.0,13.0,4.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841225,0.0,0.0,0.0,1.0,4.0,3.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841226,0.0,0.0,0.0,6.0,92.0,28.0,54.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841227,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841227,0.0,0.0,0.0,8.0,46.0,12.0,30.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841231,0.0,0.0,0.0,6.0,28.0,14.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841232,0.0,0.0,0.0,0.0,0.0,13.0,32.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841233,0.0,0.0,0.0,0.0,0.0,7.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841234,0.0,0.0,0.0,0.0,0.0,5.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841235,0.0,0.0,0.0,2.0,15.0,3.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841236,0.0,0.0,0.0,0.0,0.0,7.0,15.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841237,0.0,0.0,0.0,0.0,24.0,7.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841238,0.0,0.0,0.0,0.0,0.0,16.0,29.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841239,0.0,0.0,0.0,3.0,57.0,12.0,42.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841240,0.0,0.0,0.0,4.0,10.0,1.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841241,0.0,0.0,0.0,0.0,0.0,16.0,24.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841242,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841243,0.0,0.0,0.0,2.0,8.0,2.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841243,0.0,0.0,0.0,3.0,29.0,9.0,22.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841244,0.0,0.0,0.0,0.0,0.0,5.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841245,0.0,0.0,0.0,7.0,32.0,25.0,20.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841247,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841286,0.0,0.0,0.0,1.0,17.0,7.0,15.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841287,0.0,0.0,0.0,0.0,0.0,3.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841301,0.0,0.0,0.0,0.0,0.0,31.0,45.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841302,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841305,0.0,0.0,0.0,0.0,18.0,3.0,4.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841311,0.0,0.0,0.0,5.0,50.0,21.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Bhojpur,841312,0.0,0.0,0.0,0.0,4.0,0.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841312,0.0,0.0,0.0,2.0,4.0,3.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841313,0.0,0.0,0.0,0.0,0.0,14.0,13.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841316,0.0,0.0,0.0,1.0,12.0,1.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841401,0.0,0.0,0.0,1.0,24.0,11.0,14.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841402,0.0,0.0,0.0,1.0,12.0,4.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841403,0.0,0.0,0.0,0.0,0.0,12.0,29.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841404,0.0,0.0,0.0,0.0,0.0,5.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841405,0.0,0.0,0.0,7.0,107.0,40.0,47.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841406,0.0,0.0,0.0,0.0,49.0,12.0,36.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841407,0.0,0.0,0.0,0.0,0.0,2.0,14.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841407,0.0,0.0,0.0,0.0,3.0,3.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841408,0.0,0.0,0.0,0.0,0.0,3.0,9.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841409,0.0,0.0,0.0,11.0,54.0,10.0,20.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841410,0.0,0.0,0.0,0.0,0.0,4.0,13.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841411,0.0,0.0,0.0,0.0,0.0,22.0,37.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841412,0.0,0.0,0.0,0.0,0.0,2.0,9.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841413,0.0,0.0,0.0,0.0,7.0,1.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841413,0.0,0.0,0.0,3.0,15.0,1.0,4.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841414,0.0,0.0,0.0,0.0,0.0,9.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841415,0.0,0.0,0.0,3.0,29.0,7.0,21.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841416,0.0,0.0,0.0,2.0,5.0,0.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841416,0.0,0.0,0.0,0.0,11.0,5.0,24.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841417,0.0,0.0,0.0,0.0,0.0,19.0,24.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841417,0.0,0.0,0.0,1.0,6.0,1.0,7.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841418,0.0,0.0,0.0,4.0,36.0,11.0,43.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841419,0.0,0.0,0.0,0.0,0.0,13.0,22.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841420,0.0,0.0,0.0,0.0,0.0,9.0,6.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841420,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841421,0.0,0.0,0.0,1.0,9.0,5.0,12.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841422,0.0,0.0,0.0,0.0,0.0,5.0,7.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841423,0.0,0.0,0.0,0.0,0.0,10.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841424,0.0,0.0,0.0,5.0,50.0,12.0,28.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841425,0.0,0.0,0.0,0.0,0.0,15.0,13.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841426,0.0,0.0,0.0,10.0,83.0,35.0,33.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841427,0.0,0.0,0.0,6.0,35.0,3.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841427,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841428,0.0,0.0,0.0,10.0,93.0,22.0,51.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841428,0.0,0.0,0.0,1.0,3.0,2.0,0.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841433,0.0,0.0,0.0,0.0,4.0,2.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841434,0.0,0.0,0.0,3.0,43.0,1.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841435,0.0,0.0,0.0,0.0,0.0,12.0,24.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841436,0.0,0.0,0.0,3.0,45.0,25.0,28.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841436,0.0,0.0,0.0,1.0,18.0,6.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841437,0.0,0.0,0.0,0.0,0.0,24.0,36.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841438,0.0,0.0,0.0,11.0,89.0,39.0,56.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841438,0.0,0.0,0.0,4.0,17.0,9.0,25.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841439,0.0,0.0,0.0,1.0,42.0,7.0,11.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841440,0.0,0.0,0.0,3.0,31.0,10.0,23.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841441,0.0,0.0,0.0,0.0,0.0,8.0,13.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841442,0.0,0.0,0.0,0.0,0.0,5.0,12.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841443,0.0,0.0,0.0,0.0,0.0,1.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841446,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Saran,841460,0.0,0.0,0.0,1.0,10.0,6.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841501,0.0,0.0,0.0,0.0,0.0,12.0,36.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841502,0.0,0.0,0.0,1.0,4.0,8.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841503,0.0,0.0,0.0,3.0,39.0,12.0,19.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841504,0.0,0.0,0.0,2.0,20.0,15.0,15.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841505,0.0,0.0,0.0,5.0,34.0,8.0,7.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841506,0.0,0.0,0.0,4.0,46.0,8.0,24.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841507,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Gopalganj,841508,0.0,0.0,0.0,0.0,0.0,21.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Siwan,841509,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,842001,0.0,0.0,0.0,2.0,43.0,15.0,19.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,842002,0.0,0.0,0.0,5.0,50.0,20.0,33.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,842003,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,842004,0.0,0.0,0.0,5.0,51.0,11.0,18.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,842005,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843101,0.0,0.0,0.0,3.0,40.0,24.0,24.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843102,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,843102,0.0,0.0,0.0,1.0,13.0,3.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843103,0.0,0.0,0.0,0.0,0.0,16.0,30.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843104,0.0,0.0,0.0,2.0,33.0,11.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,843104,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843105,0.0,0.0,0.0,1.0,37.0,14.0,24.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,843105,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843106,0.0,0.0,0.0,0.0,23.0,9.0,12.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843107,0.0,0.0,0.0,0.0,18.0,9.0,14.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843108,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843109,0.0,0.0,0.0,0.0,0.0,28.0,36.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,843110,0.0,0.0,0.0,2.0,42.0,15.0,30.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843111,0.0,0.0,0.0,4.0,101.0,48.0,35.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843112,0.0,0.0,0.0,0.0,0.0,6.0,22.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843113,0.0,0.0,0.0,0.0,0.0,27.0,32.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,843114,0.0,0.0,0.0,4.0,74.0,25.0,35.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843115,0.0,0.0,0.0,0.0,0.0,13.0,21.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843116,0.0,0.0,0.0,1.0,5.0,3.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843117,0.0,0.0,0.0,0.0,0.0,24.0,31.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843117,0.0,0.0,0.0,5.0,44.0,15.0,63.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843118,0.0,0.0,0.0,3.0,98.0,7.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843119,0.0,0.0,0.0,0.0,0.0,44.0,53.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843120,0.0,0.0,0.0,8.0,66.0,30.0,29.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843121,0.0,0.0,0.0,1.0,35.0,1.0,9.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843122,0.0,0.0,0.0,3.0,16.0,11.0,19.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843123,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843124,0.0,0.0,0.0,0.0,17.0,0.0,11.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843125,0.0,0.0,0.0,5.0,68.0,31.0,52.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843126,0.0,0.0,0.0,0.0,0.0,15.0,25.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843127,0.0,0.0,0.0,0.0,0.0,1.0,13.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843128,0.0,0.0,0.0,11.0,58.0,29.0,46.0
Non-Metropolitan,2025-04-12,Bihar,Sheohar,843128,0.0,0.0,0.0,5.0,42.0,16.0,41.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843129,0.0,0.0,0.0,0.0,0.0,24.0,25.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843132,0.0,0.0,0.0,0.0,9.0,1.0,6.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843139,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843141,0.0,0.0,0.0,0.0,0.0,3.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843143,0.0,0.0,0.0,2.0,1.0,3.0,7.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843144,0.0,0.0,0.0,0.0,4.0,1.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843146,0.0,0.0,0.0,2.0,4.0,3.0,2.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843147,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843153,0.0,0.0,0.0,1.0,10.0,0.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843165,0.0,0.0,0.0,0.0,11.0,5.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843301,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843302,0.0,0.0,0.0,0.0,0.0,91.0,118.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843311,0.0,0.0,0.0,0.0,0.0,10.0,24.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843312,0.0,0.0,0.0,0.0,0.0,13.0,22.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843313,0.0,0.0,0.0,3.0,47.0,24.0,14.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843314,0.0,0.0,0.0,0.0,0.0,37.0,63.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843315,0.0,0.0,0.0,2.0,46.0,18.0,42.0
Non-Metropolitan,2025-04-12,Bihar,Sheohar,843316,0.0,0.0,0.0,0.0,17.0,6.0,15.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843316,0.0,0.0,0.0,2.0,55.0,24.0,46.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843317,0.0,0.0,0.0,3.0,83.0,33.0,42.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843318,0.0,0.0,0.0,2.0,26.0,21.0,22.0
Non-Metropolitan,2025-04-12,Bihar,Madhubani,843319,0.0,0.0,0.0,0.0,8.0,1.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843319,0.0,0.0,0.0,0.0,28.0,13.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843320,0.0,0.0,0.0,7.0,68.0,37.0,67.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843321,0.0,0.0,0.0,0.0,0.0,19.0,23.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843322,0.0,0.0,0.0,1.0,43.0,19.0,23.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843323,0.0,0.0,0.0,5.0,52.0,30.0,43.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843324,0.0,0.0,0.0,0.0,0.0,74.0,74.0
Non-Metropolitan,2025-04-12,Bihar,Sheohar,843325,0.0,0.0,0.0,0.0,12.0,12.0,7.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843325,0.0,0.0,0.0,4.0,48.0,35.0,35.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843326,0.0,0.0,0.0,4.0,40.0,24.0,27.0
Non-Metropolitan,2025-04-12,Bihar,Sheohar,843327,0.0,0.0,0.0,0.0,7.0,4.0,6.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843327,0.0,0.0,0.0,0.0,0.0,34.0,41.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843328,0.0,0.0,0.0,2.0,12.0,3.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843328,0.0,0.0,0.0,2.0,60.0,13.0,29.0
Non-Metropolitan,2025-04-12,Bihar,Sheohar,843329,0.0,0.0,0.0,15.0,108.0,71.0,92.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843330,0.0,0.0,0.0,6.0,53.0,56.0,41.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843331,0.0,0.0,0.0,0.0,0.0,45.0,46.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843332,0.0,0.0,0.0,8.0,49.0,17.0,25.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843333,0.0,0.0,0.0,0.0,0.0,35.0,73.0
Non-Metropolitan,2025-04-12,Bihar,Sheohar,843334,0.0,0.0,0.0,10.0,54.0,19.0,40.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843334,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Non-Metropolitan,2025-04-12,Bihar,Sitamarhi,843351,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,843360,0.0,0.0,0.0,0.0,0.0,8.0,9.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844101,0.0,0.0,0.0,9.0,52.0,19.0,16.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844102,0.0,0.0,0.0,0.0,0.0,26.0,48.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,844111,0.0,0.0,0.0,1.0,8.0,6.0,9.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844111,0.0,0.0,0.0,0.0,0.0,7.0,25.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,844112,0.0,0.0,0.0,0.0,0.0,8.0,5.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844112,0.0,0.0,0.0,0.0,0.0,16.0,13.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844113,0.0,0.0,0.0,0.0,0.0,20.0,23.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844114,0.0,0.0,0.0,0.0,0.0,25.0,29.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844115,0.0,0.0,0.0,2.0,17.0,6.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844116,0.0,0.0,0.0,0.0,14.0,2.0,9.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844117,0.0,0.0,0.0,0.0,11.0,7.0,17.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844118,0.0,0.0,0.0,3.0,28.0,11.0,25.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844119,0.0,0.0,0.0,0.0,0.0,2.0,10.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,844120,0.0,0.0,0.0,3.0,35.0,15.0,39.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844120,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844121,0.0,0.0,0.0,3.0,33.0,17.0,27.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844122,0.0,0.0,0.0,0.0,0.0,47.0,58.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844123,0.0,0.0,0.0,0.0,0.0,15.0,21.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844124,0.0,0.0,0.0,0.0,0.0,7.0,8.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844125,0.0,0.0,0.0,2.0,44.0,14.0,30.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844126,0.0,0.0,0.0,0.0,0.0,19.0,38.0
Non-Metropolitan,2025-04-12,Bihar,Muzaffarpur,844127,0.0,0.0,0.0,3.0,34.0,19.0,14.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844128,0.0,0.0,0.0,0.0,0.0,6.0,12.0
Non-Metropolitan,2025-04-12,Bihar,Vaishali,844131,0.0,0.0,0.0,0.0,0.0,2.0,5.0
